text,annotations
"co2 injection infill, no injection a new producer r1a was added to the same reservoir at a distance of 1 kilometre from well r1.",CO2 injection
"recently, considerable research effort has been carried out on co2 flooding page 2 of 44acs paragon plus environmentenergy & fuels123456789101112131415161718192021222324252627282930313233343536373839404142434445464748495051525354555657585960",CO2 injection
"secondary carbon dioxide flooding injecting carbon dioxide from same well w1, at miscible conditions yielded double production rates than water and thus doubled the reserves to 3.7 mmstbo in next 24 years.",CO2 injection
"in general, co2 flooding can be classified as miscible or immiscible processes",CO2 injection
"newly acquired data will be integrated into all facets of the project on an ongoing basis as they become available in order to better understand and evaluate oil recovery and co2 storage efficiencies, predict co2 movement with modeling and simulations, identify areas of subsurface risks and potential migration pathways, and develop an effective and economic mva plan for an integrated co2 eor and co2 storage project.",CO2 injection
"considering unique advantages of co2 solvent over water, including feasible injectivity and high displacing efficiency, co2 flooding in changqing oilfield is expected for extra oil production and sequestration as well.",CO2 injection
the amount of co2 stored inside the simulation model for three different co2 injection schemes at a p 3450 and b p 6900 kpa.,CO2 injection
"abstract most oil reservoirs in the changqing oilfield area are low permeability and have entered middle development stages after several ten years of production, and they are suitable for applying co2 eor and carbon storage techniques.",CO2 injection
"nevertheless, higher co2 injection pressure enhances the co2 swelling effect and thus increases the microscopic sweep efficiency.",CO2 injection
the bell creek integrated co2 eor and storage project provides a unique opportunity to develop a set of cost-effective monitoring techniques for large-scale 1 million tons a year storage of co2 in a mature oil field with eor.,CO2 injection
" cmtc 151476 integrating co2 eor and co2 storage in the bell creek oil field charles d. gorecki, john a. hamling, ryan j. klapperich, edward n. steadman, john a. harju, energy environmental research center copyright 2012, carbon management technology conference this paper was prepared for presentation at the carbon management technology conference held in orlando, florida, usa, 7 9 february 2012.",CO2 injection
"also the reservoir pressure was above bubble point, showing the feasibility for co2 injection.",CO2 injection
also the high-porosity and high-permeability conditions of the reservoir allow for high co2 injection rates and a rapid production response.,CO2 injection
"co2 geological sequestration in oil reservoirs can not only decrease co2 concentration in atmosphere, but also enhance oil recovery by co2 flooding (co2-eor).",CO2 injection
"the greater ooip the oil reservoir has, the greater potential for co2 eor and storage it will have, and the more suitable for large-scale storage projects it will be.",CO2 injection
abstract co2 injection has been used in the oil industry as an effective technique for enhanced recovery of light to medium oils.,CO2 injection
"however, simulations with larger amounts of injected co2 and longer injection periods are necessary if we want to understand the storage capacity of the tensleep.",CO2 injection
"1.3 evaluation procedure of co2-eor and sequestration to evaluate co2 application in oil reservoirs, screening among candidate reservoirs should be taken following table 1.",CO2 injection
"several means for geologic storage of co2 are available, including depleted oil and gas reservoirs, deep brine-saturated formations, co2 flood eor operations, and enhanced coalbed methane recovery.",CO2 injection
"sensitivity analysis of pilot co2-eor the sensitivity analyses were performed on the base case scenario (bc) described in the previous section, but the injection duration was kept at 5 years in order to be able to observe long-term variations.",CO2 injection
"for immiscible areas, 12 fields (148 production layers), co2 flooding (27.63%) will obtain 6.63 percent more oil than water solvent(20.78%).",CO2 injection
the primary purpose of deep subsurface monitoring is to track the movement of co2 in the subsurface in order to evaluate the recovery efficiency of the co2 eor program and to predict the ultimate fate of co2 within the storage reservoir.,CO2 injection
the bell creek demonstration project will provide a unique opportunity to develop a set of cost-effective mva protocols for large-scale 1 million tons a year combined co2 eor and co2 storage operations in a clastic formation.,CO2 injection
"this phase is planned for a duration of ten u.s. federal fiscal years october 2007 to september 2017 , and its main focus is the characterization and monitoring of large-scale co2 injection into geologic formations at ccs sites.",CO2 injection
co2 flooding performance in this block is miscible for lower minimum miscible pressure(19.8mpa) than initial pressure (22mpa).,CO2 injection
denbury will carry out the injection and production as part of a co2 eor operation.,CO2 injection
the extent of these effects is less pronounced in comparison with miscible co2 flooding in light to medium oil reservoirs.,CO2 injection
"by such, 30 fields in changqing oilfield are checked for co2 application, and 26 ones among them are proved to be feasible for co2-eor and sequestration.",CO2 injection
it was observed that a larger co2 slug size can enhance the oil production only at the beginning of co2 injection.,CO2 injection
10  cmtc 151480 injected co2 max.,CO2 injection
"immiscible co2 flooding in heavy oil reservoirs can result in decreasing the ift, reducing the heavy oil viscosity, and swelling of the oil16.",CO2 injection
"carbon dioxide flooding economics the cost of co2 is dependent on whether the co2 is natural, manufactured, or recycled.",CO2 injection
"proposed path forward an iterative update process between site characterization, modeling, simulation, risk assessment, and mva activities is necessary to maximize the utility of the knowledge gained during the bell creek combined co2 eor and storage project.",CO2 injection
"the performance of a co2 flooding process is strongly dependent on the oil viscosity reduction, oil swelling effect, and interfacial property changes between the crude oil and co211,12,13.",CO2 injection
"9, it was clear that miscible co2 flood well suited the reservoir.",CO2 injection
"it was observed that in the run where a pure co2 slug was injected into the model, the amount of co2 stored inside the model increased sharply at the beginning of co2 injection before co2 breakthrough and started to decline after co2 breakthrough until it reached an almost stabilized value.",CO2 injection
screening dictated the application of miscible carbon dioxide flooding for the subject reservoir.,CO2 injection
the results suggested that several factors would influence the performance of a co2 injection.,CO2 injection
"for those in china, where reservoirs are mainly characterized as heterogeneous layers and viscous crude oil, proper evaluation criteria for co2-eor and sequestration should be developed.",CO2 injection
"fluid flow simulation the behavior of the co2 in the reservoir, although different from the oil behavior, has enough similarities to allow us to use analogous techniques to better understand, predict, and manage a co2-eor flood.",CO2 injection
"introduction co2 injection has been used as a commercial process for enhanced oil recovery (eor) since the 1970s and is the second-most applied eor process in the world (jarrell et al., 2002).",CO2 injection
"the simulated scenarios are: base case: injection of 1 mmcfd for 6 weeks, case 2: injection of 1 mmcfd for 12 weeks, case 3: injection of 2 mmcfd for 6 weeks, case 4 injection of 2 mmcfd for 12 weeks and primary production case without co2 injection.",CO2 injection
"it was found that depending on co2 injection pressure, different injection schemes can lead to variant accumulative heavy oil productions and co2 storage capacities.",CO2 injection
"a co2-eor and sequestration pilot was proposed at teapot dome oil field, targeting the fractured tensleep fm.",CO2 injection
"adding a producer r1a to the reservoir added 1 mmstb of oil to the cumulative production till 2036 injecting water proved to supplement the life of well r1a till 2044 miscible co2 flood doubled the oil rate yielded additional 3.7 mmstb of oil till 2044 references ali, s.a., awan, u., shafqatullah and rasheed, u.",CO2 injection
"four different scenarios were tested as potential schemes for the projected co2-eor pilot, which consisted on the injection of: 1) 1 mmcfd for 6 weeks, 2) 1 mmcfd for 12 weeks, 3) 2 mmcfd for 6 weeks and 4) 2 mmcfd for 12 weeks.",CO2 injection
those oil reservoirs suitable for co2 eor with large ooip will be the preferred sites for co2 storage.,CO2 injection
"however, runolithofacies a summary in order to test the feasibility of the co2-eor pilot project at teapot dome, we performed a 3d stochastic reservoir model and fluid flow simulation of the fractured tensleep fm.",CO2 injection
"in this work we develop a 3d reservoir model and fluid flow simulation of the fractured tensleep formation using geomechanical constraints in advance of a proposed co2-eor and sequestration pilot at teapot dome oil field, wy.",CO2 injection
the baseline geological characterization work that will be conducted over the course of this project will also provide valuable data to support the design and implementation of an injection production scheme for large-scale co2 eor and storage at the bell creek oil field.,CO2 injection
"4 cmtc 151183 however, at higher co2 injection pressure, the amount of co2 stored inside the model is higher in carbonated water slug injection in comparison with that in pure co2 slug injection.",CO2 injection
"this avoids the coolingof the core by air convection.the core can be placed horizontally or vertically, butvertical displacements by injecting the gases downwards aregenerally preferred to stabilize the displacements by gravity.in all experiments, the produced oil, water and gases areseparated.",Experiments
the secondary cwi (experiment 2) recovered 20.3% ooip more oil than the conventional wi (experiment 1) while 10.8%ooip incremental oil was produced from the tertiary cwi (experiment 3).,Experiments
"main results of this study are presentedand discussed in the following.the reservoir oil used in all the laboratory experiments hasa density at 15 c of 857.3 kg m3, a fvf of 1.40 vol vol at17.1 mpa 92 c and a gor of 106 vol vol.isothermal oxidation reactor experiments.",Experiments
"more generally, thisexperiment allows to assess the reactivity of an oil with air ona large temperature range, and to characterize the oxidationreactions parameters.the interpretation of the kinetic calculations performedwith the results of isothermal disk reactor experiment isprovided in appendix.adiabatic disk reactor experiment.",Experiments
"a simplifiedrepresentation of the high pressure, high temperature longtube used for these experiments is shown in figure 3.experimental device.",Experiments
a third set of coreflood experiments were conducted with long core1 again.,Experiments
"values of variables are times used that are properly scaled for the experiment in terms of the usual scaling factors, but that are not properly scaled with respect to the dimensionless group given below, which determines the residual oil saturation.",Experiments
"it includes thin section and sem rock characterisation, ct scanning, nmr and hg-air pc, oil/water primary drainage capillary pressure measurements (for comparison with hg-air derived pc), aging the samples in crude oil at connate water under reservoir temperature to restore wettability, spontaneous imbibition measurements followed by the forced imbibition and secondary drainage centrifuge experiments.",Experiments
"except well a9 plug, all experiments were done at surface conditions.",Experiments
the high-pressure pvt cell is equipped with a heating jacket that enables us to conduct our experiment at desired temperature (80 ) with accuracy of 0.1.,Experiments
oil used in the experiment is simulated oil with viscosity 10.0 mpa.s.,Experiments
"if laboratory experiments are conducted at different temperatures, the activation energy and the frequency factor can be calculated directly.",Experiments
laboratory analysis indicated that the pre-treatment fluid samples did not inhibit the growth of the meor bacteria.,Experiments
experiment 5 was a secondary cwi performed in long core2.,Experiments
"the series of studies were conducted simultaneously as follows.identification of the best candidate reservoirs for lean-gasinjection, and selection of a typical reservoir for further study ofthe fundamental mechanisms.aboratory experiments with actual handil rock and reservoirfluid samples to evaluate the efficiency of the process at the micro-scopic scale, and to provide data for the numerical simulations.",Experiments
2 the laboratory experiments in determining prudhoe rock ion exchange characteristics result in improved predictions of ion concentrations in produced water and explain the apparent disappearance of magnesium in the reservoir.,Experiments
the reaction rate can be obtained from laboratory coreflood experiments by using the rate constant as a matching parameter.,Experiments
"deriving imbibition pc from drainage pc as no spontaneous imbibition was observed for this type of oil-wet carbonate reservoir, the water displacing oil process during imbibition followed the same pore-filling sequence as in the primary drainage experiment, i.e., non-wetting phase enters the largest pores first.",Experiments
"for each set of experiment, wi was first carried out and the cores were cleaned prior to the next test.",Experiments
"4,5 the reactivity of various oilfield carbonates has been measured with optimized rotating disc experiments for several years.",Experiments
"the experiment indicates that when the polymer adsorbed on the surface of the pore channel is oxidized with oxydol,",Experiments
"since iron is the dominant element in prudhoe siderite, the dissolution rates were developed solely by matching fe effluent concentrations of the coreflood experiment.",Experiments
thekey experiment consisted in the displacement of a 2.60-m-long core.,Experiments
laboratory ion exchange experiments were carried out to determine the adsorption-desorption capacity with sadlerochit sediment.,Experiments
for all the samples the imbibition experiment started from the average water saturation at the end of the primary drainage centrifuge.,Experiments
"(37) kechut, n. i., jamiolahmady, m., sohrabi, m., numerical simulation of experimental carbonated water injection (cwi) for improved oil recovery and co2 storage.",Experiments
"isothermal flue gas sweeping, isothermal airflood, and hightemperature adiabatic airflood experiments are performedsequentially using the same composite core.",Experiments
this experiment aims atsimulating an airflood when injected air arrives at the sweptzone and that the combustion front has disappeared.,Experiments
"the batch experiments tested rock fluid spe journal volume 2, march 1997 interactions between prudhoe core material, sea water, produced water, and c02.",Experiments
"in the centrifuge experiment, the average saturation in a core plug is recorded at a set of centrifugal speeds and then a capillary pressure vs. saturation point is calculated at each speed.",Experiments
"however, the design of the centrifuge experiment and the interpretation of the data are not straightforward and numerical simulation of centrifuge experiments is generally required to derive capillary pressure data (maas and schulte 1997).",Experiments
list of long coreflood experiments 3.,Experiments
"if laboratory experiments are conducted at emperatures, both can be calculated directly.",Experiments
a statistical design of experiments for a homogeneous-reservoir setting suggested that the relative-permeability character was the most dominant variable in terms of both the cumulative-oil production and water-cut performance.,Experiments
"that is why nelson and mcniel8proposed a correction of the air requirement measured in acrushed core experiment by the real porosity.the fuel load calculated with handil oil remains in atypical range of values measured during combustion tubeexperiments.finally, the co2 co ratio with handil oil is relativelyhigh, showing that a complete combustion occurred during therun.conclusionsa new and original laboratory strategy was proposed to assessthe recovery potential by air injection and to help determineoptimal operating conditions required for a safe and successfulair injection project.",Experiments
clay swelling due to salinity difference or clay deflocculation is not considered to be a significant risk with low clay content based on laboratory experiments.,Experiments
" iii airflood experiments show b-values between 0.05 and0.20.the kinetics of this chemical reaction scheme is controlledby the following arrhenius laws hence, the global oxygen consumption depends on eightkinetic parameters to be determined k10, k20, e1, e2, m1, m2,n1, n2.",Experiments
8   component mol % co2 0.19 n2 2.04 c1 59.78 c2 17.63 c3 14.59 c4 4.60 c5 0.86 c6 0.31  the saturation pressure of the live crude oil is measured to be 10.50mpa through constant composition expansion experiment.,Experiments
theminimum x-value of 0.8 obtained at 400 c was consistentwith the trend established during the isothermal disk reactorexperiments see figure 4 .isothermal flue gas sweeping experiment.,Experiments
"injection occurs in a quarter of a five-spot pattern in 640-acre spacing for a constant thickness of 30 ft. table 1 range of fluid and rock properties for design of experiments kh, md kv, md o, cp sg kro krw high 500 10 3.2 0.802 fig.",Experiments
"four sets ofisothermal disk reactor experiments runs a, b, c, d wereperformed under similar operating conditions pressure of17.1 mpa, same reservoir oil samples, same type of rocksamples but on different temperature ranges.",Experiments
comparison experiments were conducted in labs in terms of gel breaking at the temperature of 45 and with the ph value of the base fluid of the fracturing fluid being 8.5.,Experiments
experiment 2 was a secondary cwi performed in long core1.,Experiments
"in the isothermaldisk reactor experiments carried out for handil field, it wasnot envisaged to vary the oxygen partial pressure in the feedgas normal air 78 n2, 21 o2 was injected into the coreand all the experiments were performed at the same totalpressure field pressure .",Experiments
numerical experiments the sector utilized in this study corresponds to zone defined by well c-448d.,Experiments
this is consistent with laboratory ion exchange experiments and field data (figure 19).,Experiments
the authors also thank james r. chatham for conducting the ion exchange experiments and linda verkruyse for performing the autoclave ph measurements.,Experiments
the reaction rate can be obtained from modeling the laboratory coreflood experiments by using the rate constant as a matching parameter.,Experiments
"de-fg19- 86bc14014 for u.s. department of energy five field experiments to demonstrate and test a procedure for microbial enhanced oil recovery, fossil energy may 1988 11-12.",Experiments
"the batch experiments tested rock/ fluid interactions between prudhoe core material, sea water, produced water, and c02.",Experiments
" ''theoretical correct analytical solution for calculating capillary pressure-saturation from centrifuge experiments, paper sented at the 1986 spwla annual logging symposium, june 9-13.",Experiments
the laboratory work confirms that magnesium and calcium were adsorbed onto the clays if the formation water was replaced with seawater.,Experiments
"imbibition experiment starts at sw=swc, water saturation of the imbibition pc is then given as: (3)                           1wcdrawimbwsss  3.",Experiments
the secondary cwi (experiment 7) recovered about 11.4% more oil than that of 1.2pv plain wi while 5.5% additional oil was produced from the tertiary cwi (experiment 8).,Experiments
"in our experiments, the cores were arranged using the harmonic mean method.",Experiments
the reaction rate can be obtained from modeling the laboratory coreflood experiments by using the rate constant as a matching parameter.,Experiments
"the second experiment was completely successfulin terms of heat detection, with a start-up of the adiabaticcontrol at t 134 c as it is shown in figure 8 , correspondingto a measured heat release of 0.015 c min.the temperature of 134 c, from which a significant heatrelease of 0.015 c min was observed, remains higher than thehandil reservoir temperature estimated at 92 c.",Experiments
"this setup differs from the use of pressurized liquid, which allows us to more accurately monitor pressure changes due to mass transfer during the experiment.",Experiments
these tests mustbe compared with similar experiments on other oils to assessthe possibility of a self-ignition at reservoir temperature.,Experiments
this work is continuing to study the effect of cwi through multiple contact high-pressure high-temperature tests and coreflood experiments both in secondary and tertiary modes in tight oil reservoirs.,Experiments
experimental results and discussion a lot of physical modeling experiments on enhanced oil recovery by asp flooding have been conducted in present research.,Experiments
this can be explained by the fact that more air isrequired in the crushed core experiments to burn the oil inplace.,Experiments
experimental measurements have been performed on carbonate samples from a cretaceous heterogeneous middle east reservoir to cover the following aspects:  1.,Experiments
" an experimental study of the in-situ gelation of chromium 3 polyacrylamide mer in porous media, spere nov. 1986 583, trans., aime, 282.",Experiments
"this stands in stark contrast to predictions from linear experiments that suggest no less than 1 pv will be required, and that most often multiple pvs may be required to reach a certain distance from the wellbore.",Experiments
"the main parameters measured during thisexperiment are 1. the air requirement in sm3 of air per m3 of reservoirrock quantity of air required to propagate the combustionfront over one volume unit of reservoir ,2. the fuel load in kg of fuel per m3 of reservoir rock quantity of oil which is burned during the combustion processper volume unit of reservoir ,3. the air to fuel ratio in sm3 of air per kg of fuel quantity of air required to burn the fuel load ,4. the axial or internal temperature profile along the core,5. the maximum temperature reached at the combustionfront ,6. the combustion front velocity ,7. the oxygen utilization at the combustion front in ofoxygen injected ,8. the oil recovery factor.chemical analysis of the produced oil are also carried outat different stages of the experiment to characterize theproduced oil composition and the oxidation process occurringat high temperature.",Experiments
"to do a systematic study, the statistical design of experiments is invoked to understand the sensitivity of various independent variables, such as the relative permeability, absolute permeability, mobility ratio, and vertical and horizontal permeability.",Experiments
"the use of crushedcores may, however, distort the results, since originalpermeability, porosity and porous network are dramaticallyaltered.these specific air injection experiments are completed by 1.",Experiments
"through laboratory flooding experiments, holm22 noted that higher oil recovery was obtained when the co2 slug was followed with carbonated water rather than plain water.",Experiments
laboratory experiments gasinjector row 1 prod.,Experiments
the earliest spending tests were simple spending time experiments in open beakers.,Experiments
"research on surfactant selection of surfactant it was seen from experiments that the non-ionic surfactant flzb, whose main components is copolymer inlay sections of alkylolamide and polyoxyethylene polyoxypropyleneamide, has the best performance.",Experiments
"in this paper, an asp flooding experiment is taken as an example to study the fluid flow mechanism of asp flooding to enhance both displacing efficiency and sweeping efficiency through analyzing production performance, and the variation of pressure and saturation distribution.",Experiments
the laboratory work confirms that magnesium and calcium were adsorbed onto the clays if the formation water was replaced with seawater.,Experiments
"experiments conducted on quarried limestone and dolomite during the 1970s gave our first estimates of the temperature dependence of the reactivity of hcl on carbonates.1,2 these experiments suggested that limestones had incredibly high reactivity with acid such that one could assume a mass transport limited process.",Experiments
"laboratory experiments during the 1980s, however, could not support that conclusion and eventually it became understood that even the reaction of hcl with limestones was a balanced process.",Experiments
"clara, m. durandeau, g. quenault, t.-h. nguyenspe 54377figure 7 adiabatic disk reactor experiments run b measured heat rate vs theoretical heat ratefigure 8 adiabatic disk reactor experiments run b run phases and temperature profilefigure 9 adiabatic disk reactor experiments run b heat rate profile of handil oil",Experiments
"however, the mutual interaction between cw and live crude oil, as well as coreflooding experiments with live crude oil sample under reservoir conditions have not been studied much in the literature, especially for tight oil reservoirs.",Experiments
laboratory ion exchange experiments were carried out to determine the adsorption-desorption capacity with sadlerochit sediment.,Experiments
the authors also thank james r. chatham for conducting the ion exchange experiments and linda verkruyse for performing the autoclave ph measurements.,Experiments
"4 conclusions 1 under ideal conditions, the results of theoretical equations and numerical simulation researches on the relationship between resistivity and water saturation in the process of water displacing oil have similar curve trend to the results of core experiments.",Experiments
"data base for chemical equilibrium calculations a set of chemical species representing prudhoe bay rock/ fluid interactions was formulated, and then the equilibrium calculations based on this set of species were validated with the laboratory autoclave batch experiments to ensure a proper representation.",Experiments
experiment 6 was performed to investigate tertiary cwi with long core2.,Experiments
predictions of ph versus laboratory tests the model was validated with laboratory ph measurements evaluating whether sufficient species had been included into the model and the accuracy of the model's c02 bility correlation.,Experiments
"if laboratory experiments are conducted at different temperatures, the activation energy and the frequency factor can be calculated directly.",Experiments
"c02 solubility in prudhoe bay formation water as a function of pressure, and coz mole fraction in the gas phase was denved from laboratory experiments r1 mcoz temp 20.595 press-124.572 1. 0.034 press 405.538 .",Experiments
"this confirms that proper design and interpretation of centrifuge experiment can capture the impact of dual porosity on capillary pressure curves, and equation (1) can be used to convert mercury injection pc to equivalent oil water pc in primary drainage.",Experiments
"since iron is the dominant element in prudhoe siderite, the dissolution rates were developed solely by matching fe++ effluent concentrations of the coreflood experiment.",Experiments
26-36 sohrabi et al.28 investigated the performance and pore-scale mechanism of cwi as an enhanced oil recovery method through a series of high-pressure high-temperature visualization experiments.,Experiments
"the apparatus for the coreflood experiments, shown in figure 1, was conducted with two cores in series.",Experiments
"oil and water are continuously weighted, and thegases o2, n2, co2, co, c1, c2, c3, ic4, nc4, ic5, nc5 areanalyzed on-line by chromatography.isothermal flue gas sweeping experiment.",Experiments
schematic of the multiple contact experiment procedure.,Experiments
modified peng-robinson pr3 equation-of-state was fitted to the following lab conducted pvt experiments.,Experiments
laboratory experiments also show that magnesium cec increased by two-orders of magnitude by switching from the connate water to seawater.,Experiments
"third, while the mercury-air experiment mimics strongly water-wet conditions, the water-oil experiment is affected by wettability in case the sample was not thoroughly cleaned, (omeara et al.",Experiments
coreflood experiments with different permeabilities show that the ultimate oil recovery of secondary cwi is higher than that of tertiary cwi.,Experiments
the high-precision 100dx series teledyne isco pump was used to transfer cw or live crude oil at constant pressure during the experiment.,Experiments
"however, thislaboratory constraint does not mean that a self-ignition of theoxidation reactions is not expected in the handil field.further experiments with other oils will have to be performedand compared with these disk reactor experiments.once the oxidation reactions were adiabatically tracked,the handil reservoir oil showed a good reactivity with atemperature increase from t 134 c to t 400 c in 5 hours.the temperature limitation at 400 c is inherent to a lack offuel in the core.the heat rate profile, giving the exothermic characteristicsof handil oil, is shown in logarithmic scale in figure 9.",Experiments
"4 spe 153412 acknowledgement the authors thank oil and natural gas corporation ltd. for permission to publish this paper and acknowledge shri k. l. mehrotra, head-rgl, dr. umesh chandra, dr. d.c.sehgal, dr. nalini ghosh, bina saikia, for support and officers and technical staff of iogpt and regional geoscience laboratories, ongc for their help in carrying out the laboratory work.",Experiments
"later, iqbal 1994 collected 100 samples of bacteria enriched oil from different locations in pakistan and conducted lab experiments.",Experiments
this is consistent with laboratory ion exchange experiments and field data.,Experiments
"the theory calculation has not consid-ered the microstructure of core sample, so the results have small difference from experiments.",Experiments
siderite dissolution kinetics were developed by a laboratory coreflood experiment using the dissolution rate constant as an adjustable parameter.,Experiments
"the pores that are not yet accessed by the crude oil remain water-wet hence the entry pressure for those pores will not be affected by using crude oil in the experiment, see masalmeh (2002a & b).",Experiments
"the apparatus for the coreflood experiments, shown in figure 1, was conducted with two cores in series.",Experiments
"the same type of device as this described for theisothermal disk reactor experiments is used see figure 2 , butthis type of experiments is operated under adiabaticconditions.",Experiments
"our experiments confirmed the experiments reported by moore and slobod, in which they showed that the table 1 -rock sample description sample no.",Experiments
all experiments are performed with reservoir oils andconsolidated cores.,Experiments
"however, these complementary laboratory experimentsand the integration of the experimental results to the reservoirmodel will not be treated in this paper which will focus onlyon the descriptions of the specific laboratory air injectionexperiments.principle of the experiments anddeliverablesisothermal oxidation reactor experiment.",Experiments
an overburdenpressure is ensured by helium and air is injected through thecore.the experiment consists in measuring by on line gaschromatography the oxygen consumption by oil and rock aswell as co and co2 content in produced gases at stabilizedtemperature.,Experiments
